Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
HP_BIVENTRICULAR_HYPERTROPHY	-0.5744476791290232	-1.4123794594881875	0.15783826119675437	1.0	0.5903315490591401	8	CACNA1D,MED13L
GOMF_IMMUNOGLOBULIN_BINDING	-0.40748079687391586	-1.4123067392975077	0.15785966291486542	1.0	0.5903315490591401	22	PIP,DLG4,MS4A2,UMOD,LILRA2,AMBP
HP_HYPOMETRIC_SACCADES	-0.4922094939791052	-1.41230481640177	0.15786022885730078	1.0	0.5903315490591401	12	MAPT,COQ5,NPHP1,CACNA1G,GRM1
HP_ABNORMAL_INSULIN_LEVEL	-0.2639798836918341	-1.412173894747399	0.1578987650448198	1.0	0.5903315490591401	132	SPATA7,SNRPN,GCK,ROM1,LEP,KCNJ11,MAK,NR2E3,CPE,FOS,APPL1,PLIN1,PDE6B,CERKL,CDKN1B,NDN,ABCC8,USH2A,IFT172,TTC8,BBS2,HNF1A,REEP6,PRPH2,DMPK,ESR1,MAGEL2,EYS,RNF125,RPGR,HGSNAT,GLUD1,IFT88,STAT6,LEPR,FSCN2,BSCL2,POMGNT1,MPI,PPARG,RP1,ARL3,IFT140,DCAF17,NRL,INSR
GOCC_BRUSH_BORDER_MEMBRANE	-0.33700569705249606	-1.4120127624533367	0.15794620337682153	1.0	0.5903315490591401	48	SLC22A5,PEX19,CYBRD1,SLC9A3R1,LIMA1,PDZK1,SLC46A1,SLC26A3,ABCG2
GOBP_ZINC_ION_TRANSPORT	-0.37809295178676167	-1.4119063958764109	0.15797752426165723	1.0	0.5903315490591401	28	SLC30A1,SLC1A1,SLC30A9,SLC30A8,SLC30A5,SLC39A11,SLC39A6,SLC39A9
GOBP_LUNG_EPITHELIUM_DEVELOPMENT	-0.35922399433133967	-1.4116910043640516	0.15804096322422856	1.0	0.5903315490591401	34	KLF2,SPDEF,FOXA1,AGR2,FGF10,FOXJ1,BMP4,THRB
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	-0.25212399075292125	-1.411659766813159	0.15805016517843917	1.0	0.5903315490591401	179	TGFBR3,HTRA1,GDF9,SIRT1,FUT8,SPRED2,RASL11B,SMAD1,PPM1A,PRDM16,FOS,HIPK2,ZNF703,SLC2A10,CIDEA,TWSG1,ADAMTSL2,APPL1,BCL9,TGFB1I1,TGFB1,SNX25,SMAD3,ITGA8,ZEB1,CLDN5,ZBTB7A,ING2,SPRED3,MSTN,PXN,CREBBP,CDH5,SMAD5,FBN1,THBS1,TGFB3,DKK3,SPRY1,LRRC32,HTRA3,WFIKKN1,HPGD,PBLD,RNF111,NPNT,ITGA3,DUSP15,COL1A2,AMHR2,GDF10,LTBP2,MYOCD,NLK,COL3A1,CITED2,ASPN,PSG9,LTBP3,PPARG,LRG1,ITGB5,SNW1,FMOD,ZMIZ1,PDPK1,CITED1,GDF15,STUB1,APPL2
HP_ABNORMALITY_OF_LOWER_LIP	0.22667560724082286	1.4116483670303914	0.15805352342622236	1.0	0.5903315490591401	232	PSAT1,BCL11A,MDH1,FOXC1,A2ML1,CNKSR2,MRAS,CLCN4,NCF1,PAK3,PTCHD1,UPF3B,PUS7,SMARCA4,NIPAL4,AP2M1,LIMK1,SOS1,RPS6KA3,RFC2,PHGDH,TGM1,PPP1CB,EDAR,SOX11,KIF15,SMS,FTSJ1,CLIP2,ACSL4,RRAS2,SMARCB1,GRHL3,CDT1,KIF11,SOX4,DMD,DOCK7
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.3996761750409107	1.4115270697240305	0.15808925959524833	1.0	0.5903315490591401	19	BIRC2,RIOK3,OASL,SEC14L1,BIRC3,TSPAN6,TRIM15,NPLOC4,C1QBP
GOBP_BASEMENT_MEMBRANE_ASSEMBLY	-0.44702736697524537	-1.4114940495388915	0.1580989889410902	1.0	0.5903315490591401	15	RAMP2,LAMB2,CLASP2,NTN4
HP_ABNORMAL_URINE_HORMONE_LEVEL	-0.6128265975988421	-1.4114915052128438	0.15809973864159255	1.0	0.5903315490591401	6	PRKAR1A,CDKN1B,NR3C1,CYP17A1,ARMC5
HP_LIMITED_EXTRAOCULAR_MOVEMENTS	-0.4920829174053662	-1.41146089004131	0.15810875979147077	1.0	0.5903315490591401	12	LAMB2,DMPK,HSD17B4,NDUFAF3,SURF1,COLQ
HP_KNEE_JOINT_HYPERMOBILITY	-0.6304586451352844	-1.4113403626064418	0.15814427852229684	1.0	0.5903315490591401	5	FGFR3,LMX1B,COMP
HP_DECREASED_CIRCULATING_COPPER_CONCENTRATION	-0.6127634018361581	-1.4111723235813454	0.15819380872604571	1.0	0.5903315490591401	6	TMPRSS6,ATP6AP1,COG2
HP_REMNANTS_OF_THE_HYALOID_VASCULAR_SYSTEM	0.615920700364583	1.4110184021677714	0.15823918801259174	1.0	0.5903315490591401	5	ATOH7
GOBP_CARDIOBLAST_DIFFERENTIATION	0.4034883972277488	1.4108720707476525	0.15828233874832875	1.0	0.5903315490591401	18	NKX2-5,DHX36,PRICKLE1,TGFB2,NRG1,EOMES,SRF,NOTCH1,GATA6
GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES	0.3443728403560784	1.410689765964193	0.15833610990326452	1.0	0.5903315490591401	32	MTHFD2,AMPD2,ADARB1,ZBP1,ADAT2,ADA,APOBEC3A
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	0.5736008480459942	1.4106616619729628	0.15834440046116827	1.0	0.5903315490591401	7	IL12RB1,IL23A,MALT1,NFKBID
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	0.5110399311291328	1.410591941089642	0.15836496924443466	1.0	0.5903315490591401	10	TNFAIP3,PELI1
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	0.4498350844821116	1.4101225847764027	0.1585034895688584	1.0	0.5906637020422415	13	BYSL,RAN,RPF2,POLR1A,PINX1
GOMF_ACTIN_MONOMER_BINDING	0.3858266076897392	1.4100175270954747	0.15853450762242227	1.0	0.5906637020422415	22	PFN2,TMSB15B,TMSB10,PFN1
GOBP_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	-0.28354300801414667	-1.4096339020847708	0.15864781110684256	1.0	0.5909359375415157	101	EPM2AIP1,PPP1R3E,SIRT1,USP7,LEP,PFKFB1,PDK4,IGF1,FBP1,ARPP19,MST1,C1QTNF3,MIDN,PPP1R3C,ADIPOR1,IRS1,ACACB,GNMT,IGFBP4,TFF3,ADIPOQ,IGF2,DGKQ,SERPINA12,RORC,INSR,PDK2,ENPP1
HP_APRAXIA	-0.25276015595566964	-1.4093517508026903	0.15873118348231063	1.0	0.5910252013381174	203	RNF135,KCNMA1,SLC12A2,SLC30A9,TCTN1,GRIA4,USP7,TPP1,SPR,KCNJ11,CACNA1G,TMEM106B,WDFY3,CEP290,SRPX2,TBK1,DISP1,MADD,CDON,PURA,SYNJ1,KDM4B,MAPT,PIGV,ITPR1,SORL1,PTPN23,FOXP1,STUB1,ARMC9,B9D1,ATP6AP2,TTC19,ABCC8,STXBP1,PI4KA,IFT172,KIAA1109,TANC2,TCTN2,TMEM67,XRCC4,CHD3,PEX2,UBE3A,ATXN2,PSEN2,MECP2,PGAP3,TREM2,SNX14,HTT,CHD1,PSEN1,UBR7,PIGO,CSPP1,ARL3,FBXW11,NPHP1,ZMIZ1,SMPD1,TDGF1,ATP1A2,GCK,KIAA0586,SETX,CEP120
GOCC_MICROTUBULE	0.20444189259563667	1.409280446163283	0.1587522584107628	1.0	0.5910252013381174	387	TBCC,CCT6A,CCT8,KCNAB2,SVIL,CLIP4,MAP2,MID1,TTLL4,AURKB,KIF19,RCC2,KIF18B,TUBB6,SPAG5,BIRC5,KLC3,KIF4B,ASPM,FIGN,CCT5,TUBA1C,KIF14,MX2,HAUS8,KATNB1,SKA3,CENPE,RACGAP1,CAPN6,SLAIN1,KIF1C,SPAST,HSPH1,AURKA,DISC1,KIF3C,KATNA1,MX1,KIF23,TMEM214,KIF15,KIF20A,CLIP2,TUBA8,DYNC1LI2,HAUS6,DNAH11,CKAP2,STMN1,GABARAPL3,MAP1LC3B,CEP57,KIF18A,CDK1,TUBB3,KIFC1,CCT4,CENPJ,PLK1,ARHGEF2,MAPRE2,TPX2,TRPV4,TUBA1B,KIF11,CEP170,KIFC3,EML4,ZW10,GTSE1,KIF1B,CKAP5,SKA1,DPYSL2,TUBB,CCT3,KIF2C,PRC1,INCENP,TCP1,CCT7,FSD1,GAS2L3,PSRC1,NEK2,HAUS7,SAA1,KIF4A,KIF1A,MT3,RP1L1,CHMP1A,NDRG1,NUSAP1,MAP1LC3B2,BAG2,TUBA4A
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	0.2597477508477243	1.4086492557328647	0.15893890656129983	1.0	0.5915701268793235	101	IL15,PPP2R3C,IL10,RIPK2,PRKDC,LILRB4,TOX,VNN1,CBFB,CD86,CD80,ADA,IL12B,NCKAP1L,FOXP3,IL23A,IL15RA,ANXA1,ZAP70,HLA-DRB1,IL1RL2,MALT1,PNP,HLX,CD83,IL4I1,CD27,SART1,XRCC6,MDK,SOCS1,LILRB2,IL12RB1,IL2RA,BTN2A2,SASH3,TNFSF9,IFNG,NFKBID,RUNX3,SOX4,SOCS5,ADAM8,CR1
GOBP_POSITIVE_REGULATION_OF_MHC_CLASS_II_BIOSYNTHETIC_PROCESS	-0.5530886298922021	-1.4082494814278252	0.15905720895352293	1.0	0.5918604580441833	9	AZU1,XBP1
HP_CHRONIC_DIARRHEA	0.29342737177905226	1.4079137545487335	0.1591566097076147	1.0	0.5920803259310378	64	PPP2R5D,JAK3,ADA,FOXP3,ZAP70,TERT,CR2,SLC5A1,COG4,IL2RG,PIK3CD,IL21R,SAA1,MTTP,EPCAM,IL2RA,PKP1,FCHO1,DCLRE1C,NSUN2,SLC39A4,CHD7,SLC35C1
HP_ABNORMALITY_OF_CIRCULATING_LEPTIN_LEVEL	-0.531667003132082	-1.4075688442120349	0.15925877840661684	1.0	0.5923103769202284	10	LIPE,LEPR,LEP,CIDEC,MECP2,BSCL2
HP_ABNORMAL_LYMPHATIC_VESSEL_MORPHOLOGY	-0.4712827869181393	-1.4072316178226014	0.15935871894874243	1.0	0.592532026632957	13	CELSR1,MPI,TSC1,TSC2,RASA1
GOMF_GLYCOGEN_BINDING	-0.590471664191143	-1.4060339232853334	0.15971405167201036	1.0	0.5937029301206824	7	PPP1R3E,PPP1R3C,PPP1R3D,STBD1
GOBP_SODIUM_INDEPENDENT_ORGANIC_ANION_TRANSPORT	0.5323903382824409	1.4058100806906566	0.15978052783379848	1.0	0.5937997500746454	9	SLCO5A1,SLCO4C1,SLCO4A1
GOBP_REGULATION_OF_PROSTATIC_BUD_FORMATION	-0.6292907221581807	-1.4056538642348944	0.15982693296510453	1.0	0.5938219490155554	5	BMP4,SULF1,AR
GOCC_EPSILON_DNA_POLYMERASE_COMPLEX	0.6147256438968532	1.40536890613072	0.15991160790511838	1.0	0.5939862886450364	5	POLE,CHRAC1,POLE3,POLE2
GOCC_ENDOPLASMIC_RETICULUM_QUALITY_CONTROL_COMPARTMENT	-0.40225086779420804	-1.4045707600353996	0.16014895656879746	1.0	0.5947175031923965	23	RHBDD1,RNF139,RNF103,AMFR,RNF185,EDEM3,ERLEC1,EDEM1
HP_BRONCHITIS	0.3042562425156978	1.4041809666792755	0.16026496810234825	1.0	0.5949320351968804	54	SLC34A2,EGFR,TAPBP,FCHO1,CR2,TAP1,TNFRSF13C,BLM,ICOS,CD19,CD79B,TAP2,DNMT3B,NFKB2
HP_BREECH_PRESENTATION	-0.4065413567311313	-1.4039965711132307	0.16031987062397723	1.0	0.5949320351968804	22	ERGIC1,CRTAP,PTPN23,PEX1,COL1A1,MKS1,SHPK,ASXL3,COL1A2,KDM3B
HP_VITRITIS	0.6144219731414886	1.4039332919241314	0.16033871484692375	1.0	0.5949320351968804	5	HCCS,HLA-A
GOCC_GPI_ANCHOR_TRANSAMIDASE_COMPLEX	-0.6289166901665569	-1.4038324230728385	0.16036875654282357	1.0	0.5949320351968804	5	PIGS,PIGK,PIGT
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	-0.2538276637045765	-1.4034983988	0.16046826911825662	1.0	0.5951262223047019	232	SULF1,HTRA1,TOB1,GDF9,PPM1A,ACVR2B,SFRP4,SNX25,ZEB1,ING2,SPRED3,PCSK6,FST,TGFB3,XIAP,DKK3,WFIKKN1,ITGA3,CITED2,ASPN,LRG1,BMP8A,GPC3,GDF15,HFE,SLC2A10,CIDEA,TWSG1,CILP,SMAD3,CDH5,MSX2,TFAP2B,RNF111,CTDSPL2,SIRT1,SPRED2,RASL11B,PRDM16,HIPK2,ZNF703,CHRD,LRP2,TGFB1,ACVR1B,SORL1,MSTN,CREBBP,HES5,NBL1,SPRY1,HTRA3,FGF10,GREM2,MAGI2,LRP1,MYOCD,SFRP2,PDPK1,FSTL3,BMP4,TGFBR3,GDF6,ADAMTSL2,BCL9,RBPMS,TGFB1I1,TMPRSS6,ITGA8,ZBTB7A,ZNF423,NUMA1,FBN1,GDF3,THBS1,PBLD,NPNT,ABL1,SNW1,DACT1,UBE2D3,CITED1,STUB1
GOBP_HOMOTYPIC_CELL_CELL_ADHESION	0.2720695433167806	1.4033266537646547	0.16051945359581987	1.0	0.5951262223047019	87	RAP2B,CXADR,PKP2,PRKCA,DSG2,FERMT3,LYN,CCL5,IL6,PLAUR,RDX,F11R,CLIC1,GNAS,EMILIN2,SERPINE2,ACTB,PLEK,MPL,UBASH3B,DSC2,ACTN1,PRKCQ,XG,FLNA,PPIA,MYL12A,SLC7A11,CSRP1,TYRO3,TLN1,C1QTNF1
GOMF_SUPEROXIDE_GENERATING_NAD_P_H_OXIDASE_ACTIVITY	0.5319139461930874	1.4031984126727224	0.16055768081487054	1.0	0.5951262223047019	9	NCF2,DUOX1,CYBA,DUOX2,NCF1
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	0.3004321946483496	1.40298729254034	0.1606206283240743	1.0	0.5951262223047019	56	DCLRE1C,DCLRE1B,KDM4D,XRCC6,DEK,PSMD14,NHEJ1,ACTR2,HSF1,RNF8,POLQ,APLF,HMGB2,MAD2L2
GOCC_AP_1_ADAPTOR_COMPLEX	-0.6287410356881276	-1.4029769775666772	0.16062370431101236	1.0	0.5951262223047019	5	AP1G2,AFTPH,SYNRG
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION	0.3339864590579439	1.4026372703593637	0.160725031910804	1.0	0.5953514612040298	36	EIF2AK2,SOX11,FERMT1,CCNE1,EPCAM,HMGB2,NR2E1,NF2,KDM1A,PIM1
GOBP_REGULATION_OF_FEEDING_BEHAVIOR	0.3983584089333114	1.401387192927059	0.1610983199466154	1.0	0.5960950704293828	19	RETN,NMU,QRFP,OPRK1,RXFP4
GOCC_CILIARY_MEMBRANE	-0.3144286182189411	-1.4013605838677243	0.16110627284146384	1.0	0.5960950704293828	66	CYS1,BBS5,EVC,IQCE,MXRA8,NAPEPLD,TAS2R4,EFCAB7,GUCY2D,EHD3,PDE6B,PROM2,SNAP29,PKD1L1,TTC8,BBS2,TCTN2,TMEM67,BBS1,PKD1,SCNN1A,TCTN3,TXNDC15,BBS4,UMOD,DRD1,BBS9
GOBP_TYROSINE_CATABOLIC_PROCESS	-0.6107931522292884	-1.4012187552451785	0.1611486674723588	1.0	0.5960950704293828	6	TAT,FAH,GSTZ1,HGD
GOBP_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION	-0.3973045650377831	-1.4010608877529798	0.16119586626312277	1.0	0.5960950704293828	24	TTC8,RPGRIP1,RORB,BBS4,RP1,CABP4,NRL,HCN1,DSCAM,NAGLU,THRB
GOMF_VASOPRESSIN_RECEPTOR_ACTIVITY	-0.6283314669654003	-1.400982228790447	0.1612193874014909	1.0	0.5960950704293828	5	AVPR2,NLRP6,INPP5K,AVPR1A,OXTR
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	0.3090946533885285	1.400940306658283	0.16123192430169553	1.0	0.5960950704293828	51	NOD1,TERF2,CYBA,NOD2,VDR,NUS1,CYP27B1,GNAI3,NPR3,RGN,TERT,POR,IL1B,HIF1A,EDN1,EDN3,SCARB1,FXN,IFNG,EDN2,GCH1,TNF,FDX1,S100A1,CDH3
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.5716861496464187	1.4009346195083658	0.16123362511234296	1.0	0.5960950704293828	7	RUNX3,SOCS1,CBFB
GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	0.292151418055259	1.4008782821273051	0.16125047421637762	1.0	0.5960950704293828	65	TLR2,RIPK2,CRP,ADAM17,KRT6A,IL6,PGLYRP4,CARD9,LTA,LYZ,HLA-A,LYG1,IL12A,DEFB1,EPHA2,TNF,HMGB2,SEH1L,HLA-E
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.3090404994856535	1.4003340318281374	0.1614133143762726	1.0	0.5964806173968432	51	ADCY7,PPARA,LILRB4,IL6,CARD9,EPHB2,TLR6,MEFV,SIRPA,IL1R2,CLEC7A,HIF1A,CD6,GBP5,NLRP7,EZH2,ABCD1,TNF,MAPK14
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	0.16598051544787648	1.4002582617297161	0.16143599469956094	1.0	0.5964806173968432	1503	RASAL1,RPS20,ENO1,P2RY6,GSTP1,MID1,DVL3,SLC30A10,PPIF,AURKB,STK40,RFWD3,STK38,CHEK1,SOX11,MARCO,SPRY3,TSPYL5,SFRP1,DUSP9,LPAR3,NCK2,SLAMF1,SEMA7A,ARHGEF4,SH3BP1,RTKN2,SOD2,PRDX1,USP2,DENND3,PTPN22,EGFR,FAM83D,DIRAS1,LRRK1,LCK,IL34,TGFA,CDT1,TSPAN6,RHOF,S100A4,PPARA,PRNP,MFHAS1,TBC1D7,SRC,MAP4K2,RTN4R,NDRG2,IQGAP3,CCL7,STMN1,MMP9,C1QL4,UCHL1,NUP62,PTP4A3,ICAM1,DDT,DKK1,RNF149,RIPK2,EIF2AK2,PRDM15,OPRK1,TAGAP,LYN,CCL5,IL6,F11R,FOXM1,MAP4K4,HELLS,ACE2,TRIM59,NFKBIB,GAPDH,PTTG1IP,CEP55,GLIPR2,CIT,BAX,PTPN2,RPF2,CHEK2,SLC15A2,GPR3,P4HB,SEH1L,CHI3L1,ALK,BCL2L10,PAK1IP1,NDC80,MAD2L1,PLAUR,RDX,CD14,HSP90AB1,GOLT1B,RCAN1,FAM13A,CALR,STAT1,CCL25,IRAK1,FYN,PLEKHG1,TIAM2,ADAM8,KIF14,TRAF1,BCR,ERN2,PML,FPR2,RHEB,NOTCH1,ARHGAP22,NCK1,AURKA,CDC34,PLEKHG6,CCL4,THOC5,IVNS1ABP,NOP2,PELI1,EZH2,RASD2,ADRA2B,PDCD10,HYOU1,DUSP7,GPR61,ADORA2B,NMI,LILRB4,HTR6,DDIT4,GCNT2,PSCA,BID,PIM2,PBK,MAP4K1,RASGEF1A,S100A8,INSL3,ATAD5,SGK1,RIOK3,CX3CL1,MAP3K7,CCL13,TRPV4,EPHB1,TNF,S100B,TANK,USP10,ARHGAP31,ARHGAP27,TRIM27,MMP8,ARHGEF19,CD86,WDR59,PPARD,ZAP70,KIT,SIRPA,ITGB1,C1QBP,CNKSR3,CCL18,CYTH1,SEC14L1,GPR37,MT3,GPRC5B,PLEKHG4B,AKAP7,TNIP3,KANK1,MET,CCL20,ZDHHC13,IKBKE,VNN1,TRIML2,TRIM15,PLEKHF1,PAK3,ARRB2,RPS7,TLR9,EIF5A,EPHB2,NDRG4,PLCG2,ARHGAP21,PIK3CD,FGD1,SOX9,CD24,CCL8,GNAI1,PROX1,YWHAZ,PRMT1,SLC44A2,MAPK7,TLR2,SMYD2,HOMER3,RACGAP1,CARD9,TLE1,TRAP1,MYC,RRAGC,SCHIP1,S100A9,CLEC4D,GBP1,UBD,FLNA,TPD52L1,POMC,EPHA2,BOP1,HPSE,CSK,GUCA1A,OPTN,ARHGAP30,ROS1,SEMA4D,SLC24A4,RPL5,BRD4,CHRNA7,GEN1,IL18R1,SEC13,GPR183,LIME1,FGD2,MYO9B,LRRC59,WNT11,MAPRE2,XDH,FZD7,SLA2,MLF1,MCF2,MAGED1,DGKG,DUSP2,CCL17,CYTH4,CFLAR,ADA,TRIM24,DOCK3,TNFAIP3,PLEK,PLCE1,APP,RRAGD,ARHGEF9,ECT2,CLEC6A,OSM,DNM1L,GPR55,ATF3,RGS2,SOX4,VAV1,MAPK14,HERPUD1,BIRC2,CCNB1,KALRN,TNFRSF11A,HBEGF,TXNDC12,RYK,XCL2,ERRFI1,IL23A,XCL1,VRK2,SPHK1,SOS1,TFG,MALT1,PARL,CLEC7A,LEMD2,ARHGAP11A,HTRA2,DYRK2,TIFA,LILRA5,PIK3AP1,LAPTM5,RPS3,FKBP1A,FIGNL1,RASGRF1,EEF1E1,SLC35B2,C1QTNF1,C20orf27,ROR1,RAP2A,ATP2C1,TCF7L2,TLR6,KDM1A,MAP2K3,EDAR,PTGS2,CCR1,LTBR,NF2,ITGB1BP1,DOK5,ACTN4,SERPINE2,ARHGEF2,CCL2,TXN,NONO,COPS3,PRKCA,NCF1,RGN,ARHGAP11B,HIF1A,P2RX5,URB2,DUSP22,SFPQ,SNAI1,BMP2
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY	-0.5721132439009241	-1.3995378827477083	0.16165174652680836	1.0	0.5970228893225326	8	EEF1A2
GOCC_SPERM_MIDPIECE	-0.3874035802549505	-1.3994967950756472	0.16166405874826117	1.0	0.5970228893225326	26	SLC26A3,SPEF2,ATP1A4,SLC9A3R1
HP_NEUTROPENIA_IN_PRESENCE_OF_ANTI_NEUTROPIL_ANTIBODIES	0.3979938805244022	1.3985831960233277	0.1619380083153361	1.0	0.5978842453814333	19	FOXP3,FASLG,STAT1,RFXAP,FAS,ICOS,PNP,RASGRP1
GOBP_COENZYME_A_BIOSYNTHETIC_PROCESS	-0.5092412588358324	-1.398225781414217	0.1620452770873979	1.0	0.598129928269066	11	PANK3,SLC25A16,DCAKD,COASY
GOBP_FAT_CELL_DIFFERENTIATION	-0.2528786934062103	-1.397891246661759	0.16214572764229707	1.0	0.5983309776987149	210	VSTM2A,FABP4,SIRT1,LEP,PER2,PTPRQ,FFAR2,PRDM16,ZADH2,NAPEPLD,ALDH6A1,GDF6,LGALS12,NR1D1,SMAD3,ZBTB16,BBS12,ZBTB7A,RUNX1T1,C1QTNF3,XBP1,UCP1,FAM120B,ZNF385A,SOX13,ZFPM2,TTC8,GDF3,RNASEL,MSX2,TFAP2B,FGF10,RREB1,EBF2,ZBTB7C,GATA3,TRIM32,SIX1,PEX11A,BSCL2,ADIPOQ,LRG1,CREBL2,GATA2,NR4A2,BBS4,SFRP2,SREBF1,ZNF516,TRPM4,STEAP4,RORC,CCND1,CDS1,ENPP1
HP_EQUINUS_CALCANEUS	-0.6101074244524037	-1.3977533995664224	0.1621871325778792	1.0	0.5983309776987149	6	AEBP1,SYT1,FBN1
GOBP_OOGENESIS	0.2771462199046075	1.3975612986497552	0.16224484696336594	1.0	0.5983309776987149	80	ASPM,FBXO5,DMRT1,TDRD6,HORMAD1,AURKA,DIAPH2,CDC25B,TRIP13,NPM2,WDR77,TAF4B,NANOS1,INSL3,PTX3
GOCC_PARANODE_REGION_OF_AXON	-0.5299924095996568	-1.397445669054683	0.16227959394088787	1.0	0.5983309776987149	10	MAG,CNTNAP1,CLDN5,EPB41L3,SPTBN4
GOMF_HISTONE_ARGININE_N_METHYLTRANSFERASE_ACTIVITY	0.5709837493094986	1.3973663277489052	0.16230343944656367	1.0	0.5983309776987149	7	PRMT1,CARM1
HP_ABNORMAL_PUPILLARY_FUNCTION	-0.3450691042146514	-1.397021034159117	0.16240724594779787	1.0	0.5984641000785307	42	LAMB2,SPATA7,ATP1A2,CNGA3,LCA5,PEX10,MYH11,PEX7,GNAQ,LOXL1,RPGR,DNMBP,ATF6,BAP1,GALC,HHAT,COLQ,GNA11
HP_SPRENGEL_ANOMALY	0.3087403979144313	1.3969751432475714	0.1624210460211768	1.0	0.5984641000785307	51	RPS7,MAP3K7,RPL35A,RPS17,TMEM43,RPS19,RPS20,LMNA,EFNB1,RPS10,FLNA,RPS27,PTCH1
HP_FUNCTIONAL_ABNORMALITY_OF_MALE_INTERNAL_GENITALIA	-0.2527764580227913	-1.3964736870409897	0.16257189895139224	1.0	0.5988696964883615	176	GTF2IRD2,CCNO,LRRC56,STK36,DNAH5,AR,WFS1,BRDT,CCDC65,SPAG17,NEK10,DNAI1,DNAL1,RSPH4A,SLC29A3,SPEF2,CCDC39,RPGR,MLXIPL,TTC12,ZMYND10,MAP3K1,CCDC40,FGFR3,KISS1R,CCDC103,RSPH1,FOXJ1
GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY	0.4477148728277194	1.3961665383374466	0.16266435059437034	1.0	0.5989011008408603	13	CCR7,CYP26B1,SCRIB,TRAF3IP2,MYH9,CRTAM
GOCC_AUTOPHAGOSOME	-0.27725023355249684	-1.3959994906798716	0.16271464852336415	1.0	0.5989011008408603	106	TBC1D5,BECN1,NBR1,CHMP4A,VPS16,WDFY3,VPS18,TBC1D17,PIP4K2B,CHMP4B,ATG16L1,TBC1D14,ATP6AP2,ULK1,ATG12,CHMP5,ATG16L2,TP53INP1,SNAP29,CALCOCO2,LRRK2,PIK3R4,PIP4K2C,TEX264,CLN3,CHMP2A,TBC1D12,PIK3C3,TM9SF1,NCOA4,HTT,FYCO1,OSBPL7,ZFYVE1
GOBP_HOMOLOGOUS_RECOMBINATION	0.3206001905327391	1.3959603910648184	0.1627264230833596	1.0	0.5989011008408603	43	RAD51AP1,RAD54B,MND1,FANCD2,TEX11,TOP2A,HFM1,TRIP13,RAD21,RAD54L,MSH5,KLHDC3,EME1,RAD51,CCNB1IP1
HP_IRIS_HYPOPIGMENTATION	-0.32419308322184304	-1.3958973466941416	0.1627454097830736	1.0	0.5989011008408603	55	SNRPN,ARSG,IMPG1,PRDM16,XYLT2,MLPH,HPS6,AP3B1,NDN,USH2A,ESPN,LYST,AMACR,PRPH2,MAGEL2,SLC45A2,RERE,UBE3A,GABRD,MMP23B,CASZ1
GOBP_NEURONAL_ACTION_POTENTIAL_PROPAGATION	-0.5713765509242436	-1.39548367526392	0.16287003421435164	1.0	0.5989011008408603	8	CNTNAP1,SCN1B,CLDN19,FKBP1B
GOBP_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	-0.5713609012471788	-1.3953975424004401	0.16289599202180316	1.0	0.5989011008408603	8	ESR1
HP_HYPOHIDROSIS	0.29368137170999725	1.3953078939550707	0.162923012631647	1.0	0.5989011008408603	62	WNT10A,CSTB,SOX10,TGM1,GJB6,NIPAL4,EDAR,RIPK4,PNPLA1,ST14,PKP1,LMNB1
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING	0.29019146616485175	1.395269879615869	0.16293447141504291	1.0	0.5989011008408603	67	ADM,POMC,GPR61,ADORA2B,SOX9,DEFB1,RASD2,GAL,PDE7A,GNAI1,PDE9A,INSL3,GPR3
