Term	es	nes	pval	sidak	fdr	geneset_size	leading_edge
GOBP_SPERM_CAPACITATION	0.3838777704380172	1.102468071068479	0.2702582320726865	1.0	0.7071338180964049	20	ROPN1,ROPN1B
GOBP_RESPONSE_TO_UV_A	0.44517506318551536	1.1024653014147532	0.2702594355493093	1.0	0.7071338180964049	12	OPN3,MMP1,EGFR
GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION	0.31135230359694366	1.1024634443017742	0.27026024250858205	1.0	0.7071338180964049	975	MMP8,HMGB2,SERPINB7,BCL11A,FOXC1,STAT1,WNT6,YBX1,IL12RB2,MSN,KIT,FERMT1,PADI2,PID1,NOD1,SLC26A9,NCK2,CDH3,CD40,POU5F1,ARRB2,IFI16,HLA-G,IL34,PLCG2,HLA-A,RBM46,BMP6,ATF4,SRC,CCL19,CEBPB,PELI1,ITGAX,IFIH1,ORM2,FGR,SCRIB,FZD5,SOX11,ENO1,SOX10,LAMP3,RPS3,C1QTNF1,SLAMF6,PRKDC,HSF1,SPN,CD40LG,EIF5A2,JMJD4,MARK1,CD2,MED26,NFIL3,EGFR,WNT11,IL2,FRMD8,CNGB1,IL10,RIPK2,TRIM27,CHIA,LILRB2,POU4F1,CD3E,CHEK1,TRIM15,CSF1R,IL1B,CDK6,MYD88,POLR3G,B2M,MBP,HINFP,NCL,LY9,CDC123,TRA2B,CX3CL1,RPL5,PKP1,CD28,CHI3L1,CYBA,HNRNPD,PDCD5,PRDM1,NFAM1,GPSM3,EIF3E,NLRC4,ATAD5,ANXA1,IDO1,SERPINF2,SOX8,IL1RL2,NR5A1,CLEC7A,LY96,CCR2,SLC7A5,METTL5,PRDX6,PYHIN1,TERT,LMNA,CYBB,MYCN,FGF21,GPRC5B,BOLL,NLRP10,NCK1,NOTCH1,KLK7,WNT10A,KLK5,CCDC88B,XCL1,BAG2,NOS3,CD14,CCL3,MT3,STAP1,NTSR1,CD200,ITGB8,MMP12,FOXD1,E2F1,LTB,VPS35,EIF6,IRAK1,ADCYAP1,PLD1,C1QBP,QKI,SLC11A1,KLRK1,NODAL,ODAM,HIF1A,CSDE1,IL18,IL12A,CCR7,WNT16,OSM,MDK,NR1I2,LAPTM5,BTN3A1,VEGFA,IGF2BP1,EPHB2,ADORA2B,GLMN,FAM98A,AIM2,ADAM8,ACTG2,LIMS1,ID4,ROBO1,CD226,ANXA2,CDK1,FCER1G,NAT10,CLEC4E,IL1RAP,TRIM16,CLEC5A,SPI1,PRKCQ,NLRP3,HAVCR2,MSH2,CARD11,HGS,NTRK3,KRT17,IL18R1,EBI3,CARD9,SASH3,POLDIP3,SYNCRIP,HLA-F,RAB1A,ROCK2,GSN,IL21,HDAC2,SMO,GATA6,CD4,HLA-DPA1,WNT7A,TLR8,LPL,POU2AF1,C17orf99,RELB,IRF3,CD83,NKX2-5,RELA,BMP2,WT1,PTAFR,KIR2DL4,CRP,HHLA2,HLA-DPB1,LIF,CD274,DHX36,HMGB1,CREB3L2,TRPV4,SLC22A2,RPS7,PAX6,RPS6KB2,NOS2,LBP,MYH9,VTCN1,ETS1,EIF5AL1,GBP5,ARHGEF2,GAPDH,PTPRC,IL27RA,MAPK14,CLNK,CLECL1,ADM2,LILRB1,RPL11,DHX34,TNFRSF8,IL7R,PRR16,CEBPG,SAA1,PDCD10,LTA,OSR1,DAZAP1,TLR9,PIK3CD,SOX4,NWD1,IL6,DNMT3B,IRF4,CD80,PABPC1,IL27,CALR,HPSE,NR4A3,CELF4,SOX9,PTPN22,CCL5,CD244,PPM1F,TBX21,RPUSD3,TRAF3IP2,MCOLN2,IL13,S100A10,UPF3B,DAZL,SAMD4A,SYK,PLSCR1,IFNGR1,ITK,PTGS2,CNN2,IL20RB,CLEC6A,TSLP,TIGIT,TLR2,EIF5A,TNFRSF4,ANGPT1,CYP26B1,EREG,EIF2AK2,IFNG,PPARD,TLE1,MAFG,PTGER4,IL23A,LARP4B,APP,EIF3C,EDAR,DDT,MEFV,TLR6,HABP4,IRF5,TET1,MAD2L2,PANX1,PPP1R15A,CD86,CTCFL,LGALS9,BTN3A2,IQGAP3,CD58,CD6,EIF3D,CRTAM,SPHK1,EXOSC6,FOXP3,MALT1,RAB27A,ADAM17,VIM,IL12RB1,EIF4G1,C3,DLX5,TNF,IL26,SLAMF1,CASP1,IL7,GRHL3,RIOK3,PHB2,POLR3D,POU2F2,PNP,AKIRIN2,HSPD1,LILRA5,IRF8,DKK1,POLR2D,ADAM19,MYC,SEMA7A,STOML2,RAET1G,ELAVL1,PTGFR,GPI,DDX21,CSF2,MNDA,CD74,LARP6,FGF17,MAP3K7,IKBKE,IL12B,DNMT1,SPRY2,FCN1,AIF1,TXK,ATMIN,RDX,FGF2,POLR3C,FGF9,TYROBP,IL15,TLR1,PPARGC1A,ATF3,POMC,HLA-E,PDE4B,TMIGD2,IL1A,IRF1,SLC24A4
GOMF_SOLUTE_PROTON_ANTIPORTER_ACTIVITY	0.3941247749768543	1.1022180796749037	0.27036687374007995	1.0	0.7071338180964049	18	SLC9A6,CLCN4
GOBP_REGULATION_OF_HISTONE_METHYLATION	-0.28635098130701647	-1.1021906200837446	0.270378808998891	1.0	0.7071338180964049	63	WDR61,SNW1,MYB,PHF20,MCRS1,RTF1,ATRX,GATA3,ZNF304,FAM47E,RRP8,BCOR,MTHFR,SETD7,CTR9,SIRT1,SUPT6H
HP_HEMATOCHEZIA	0.42110687711553124	1.102180551658817	0.27038318531104877	1.0	0.7071338180964049	14	F5,WIPF1,ENG,HPS1,IL10RA,WAS,TTC7A
GOBP_CATECHOLAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	0.4757971605650578	1.1019275132264337	0.27049318620433715	1.0	0.7072005657221749	10	
GOBP_POSITIVE_REGULATION_OF_CENTRIOLE_REPLICATION	0.5263673668197211	1.1019004841049398	0.27050493812015697	1.0	0.7072005657221749	7	CENPJ,NUP62,PLK4,STIL
HP_OLIVOPONTOCEREBELLAR_HYPOPLASIA	-0.44059722314565236	-1.1017389106635012	0.27057519548285813	1.0	0.707258442683096	12	GMPPB,RTTN,ATXN2,PPP2R1A,POMT1,POMGNT1,MINPP1,POMT2
HP_TRIPHALANGEAL_THUMB	0.2850711189918538	1.1012708651954348	0.2707787874002505	1.0	0.7075876775034343	65	XRCC2,DLX5,FANCE,FANCL,RAD51,RPS20,FANCB,FANCG,RFWD3,FANCA,RPS7,FANCC,MAD2L2,RPS19,UBE2T,RPL5,RPS10
GOBP_REGULATION_OF_PRODUCTION_OF_SMALL_RNA_INVOLVED_IN_GENE_SILENCING_BY_RNA	-0.36488914397517924	-1.101228009692326	0.270797434069725	1.0	0.7075876775034343	23	ESR1,ZC3H10,BMP4
GOCC_ENDORIBONUCLEASE_COMPLEX	0.35177864405228665	1.1007478826665409	0.2710064001882537	1.0	0.7079023532576525	26	PRKRA,POP7,RPPH1,RPP25,RPP40,RPP38,HSD17B10,POP1,CLP1,POP4,DGCR8,RPP21,TSEN34
GOBP_CELL_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	0.36211544326704903	1.1005326128464272	0.27110012813372286	1.0	0.7079023532576525	24	NR4A3,STK25,GPR37,RNF112,PDE8A,PDCD10,MET,SIGMAR1,IL10,TXN,GPR37L1
GOBP_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS	0.3324375762064456	1.1005265983096884	0.2711027471669947	1.0	0.7079023532576525	31	JAK3,IDO1,HIF1A,PRKCQ,IL7R,CD274,ADA,CCL5,CD27,PDCD1
GOBP_CELLULAR_HYPEROSMOTIC_RESPONSE	0.4593644538198018	1.100508760398366	0.2711105147970694	1.0	0.7079023532576525	11	SLC2A1,ERRFI1,RCSD1,AKR1B1
GOCC_MEIOTIC_COHESIN_COMPLEX	0.5259319191492379	1.0996443278511254	0.2714871201121074	1.0	0.7087598030919635	7	SMC1B,STAG3,RAD21
GOBP_RETROGRADE_TRANS_SYNAPTIC_SIGNALING	0.5084023592259319	1.0994758757866592	0.27156055092665743	1.0	0.7088256042479153	8	
GOMF_5_3_DNA_HELICASE_ACTIVITY	0.4921116340312179	1.099159830208892	0.2716983566944411	1.0	0.7090000424371824	9	PIF1,DNA2,DDX11
GOCC_LAMELLAR_BODY	0.4206549635608963	1.099101361243635	0.2717238562422539	1.0	0.7090000424371824	14	LAMP3,KLK7
GOCC_CIS_GOLGI_NETWORK_MEMBRANE	0.548884222065431	1.0986670075474052	0.2719133383485326	1.0	0.7090514174459008	6	ATP2C1,TRAPPC3
GOBP_POSITIVE_REGULATION_OF_COLLATERAL_SPROUTING	0.49201995408696775	1.0986449569060923	0.2719229601147817	1.0	0.7090514174459008	9	LPAR3,EFNA5
GOBP_DNA_REPAIR	0.22436913398398792	1.0986405839555875	0.27192486827326756	1.0	0.7090514174459008	431	TREX2,UBQLN4,FEN1,SMC6,CDC45,MCM6,XRCC2,ASF1A,PIF1,MUTYH,FANCC,CDCA5,VPS72,RFC3,PML,MCM2,ACTL6A,ANKLE1,CHD1L,CDC14B,GEN1,SSRP1,FOXM1,MCM7,SMCHD1,CHEK2,KDM1A,RFC2,ACTB,CEBPG,EXO1,PTTG1,RPA4,RAD51AP1,UCHL5,HSF1,NPAS2,MCM5,MCM3,USP1,CDC7,PCNA,EGFR,FANCA,DCLRE1B,RAD51,DDX11,MCM4,USP43,GTF2H4,FIGNL1,CDK1,CHEK1,CLSPN,DNA2,KDM4D,POLQ,MSH2,WAS,FANCB,RNF8,ING3,WRNIP1,RFC4,USP28,EYA2,USP10,APLF,CHAF1B,FANCL,MSH6,PSME4,NHEJ1,PSMD14,KIN,UBE2V2,NEIL3,RAD51AP2,NUDT1,BACH1,FANCG,RFWD3,ACTR2,RNF138,POLD1,BLM,DEK,GINS4,DCLRE1C,TRIP13,RECQL4,RAD54L,MAD2L2,UBE2T,RAD54B
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	0.22462610862740445	1.0984763906677752	0.2719965214572029	1.0	0.7090514174459008	432	EDN3,NCK1,PFDN2,CD47,FEN1,GZMB,BAX,DRG1,CCT8,NUP62,DNM1L,MSN,ACTN2,TRPV4,SMC2,WASF1,KATNB1,STAP1,STIL,SFRP1,PML,NCK2,CDT1,SPHK1,SPAST,NPM2,LIMK1,ANKRD53,SFPQ,SPAG5,CCT5,NCKAP1,SMC4,HIF1A,VASP,CCR7,CNOT1,EDN1,RAD51AP1,NCAPD2,PLK4,NCAPH,TNF,FSCN1,BID,PSRC1,ARHGEF10L,SH3GLB1,MORC2,WASF2,NCAPG,WNT11,SSBP1,PFN2,CAPG,CCT4,TCP1,NCKAP1L,PROX1,TRIM27,PPM1F,DDX11,HRK,BAIAP2L2,LCP1,BTC,S100A10,ARPC2,FES,SLC25A5,SASS6,SDCBP,AURKA,MET,CCT7,CDC42EP1,PRKCQ,CDC42EP3,IL1B,CSF2,NUSAP1,TGFA,WAS,HCK,DZIP1,CCT6A,CCDC88A,AURKB,CX3CL1,DKC1,DNMT1,HNRNPD,PDCD5,HCLS1,SLAIN1,ITGB1BP1,PFN1,EREG,GSN,BIN1,PLEK,PRDM7,ATMIN,NEK2,ANXA1,PPIF,DLGAP5,STRA8,PLAUR,DMRT1,CCT3,MMP9,NF2,CENPJ,WASF3,GPSM2,HTRA2,CHCHD10,PPARGC1A,BAIAP2L1,TACR1,IL1A,ASAP1
HP_DYSPLASIA_OF_THE_FEMORAL_HEAD	-0.5448085119123559	-1.098438037264028	0.2720132605655792	1.0	0.7090514174459008	6	IHH,HSPA9,MTX2
HP_TONIC_SEIZURE	-0.26644662799816765	-1.0983928256416728	0.2720329938071462	1.0	0.7090514174459008	88	MECP2,PIGQ,SYNGAP1,HCN2,EEF1A2,CAMK2B,PIGT,TAOK1,PURA,PIGP,TRIM8,CHD2,PTPN23,PCDH19,GRIA2,CUL3,CLTC,STXBP1,NSF,RAB11A,PRRT2,MED12L,GRIN1,SCN1B,COG2,CUX1,EPB41L1,NBEA,MBD5,SETD1B
GOBP_CONSTITUTIVE_SECRETORY_PATHWAY	-0.5447249226065692	-1.0980306927278516	0.2721910871164872	1.0	0.7093147837144312	6	TMEM167A,TMEM167B,RAB33B,RAB3A
HP_APLASIA_HYPOPLASIA_OF_THE_OPTIC_NERVE	0.2743578111151741	1.0979403093422384	0.27223055483284164	1.0	0.7093147837144312	75	TUBB3,GPR161,CENPF,PPP1CB,DNMT3A,ATAD3A,PIK3CD,PUF60,ALDH1A3,FANCB,RSPO2,ANKRD11,KIF14,TRIT1,ZIC1
HP_ABNORMALITY_OF_THE_MAXILLA	0.2503924632468639	1.0976345886965806	0.27236408290964187	1.0	0.709403205071904	119	FOXC1,TCOF1,CDT1,LBR,PTCH1,RIPK4,POLR1C,SMOC1,BMP2,CDC45,DKC1,RPS6KA3,UPF3B
GOBP_AMP_BIOSYNTHETIC_PROCESS	0.44439957947525005	1.097542983191282	0.2724041017137879	1.0	0.709403205071904	12	HPRT1,ADSL,PRPS2,GART,ADA
GOCC_SARCOLEMMA	-0.2520189737435697	-1.0975311161235233	0.27240928625839067	1.0	0.709403205071904	122	FLOT1,TGFB3,CACNG1,PPP3CB,IGF1R,KCNJ11,NOS1AP,ABCC8,CIB1,KCNJ3,CACNA1D,ATP1A2,CCDC78,AHNAK,SYNC,SLMAP,SLC9A1,CACNG4,CASQ1,RTN2,FER1L5,KCND3,SCN1B,LAMA2,PSEN1
GOMF_ATP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	-0.4700290081296659	-1.0972344764407485	0.2725389056449399	1.0	0.7096150283736627	10	SLC25A4,SLC25A23,SLC25A24,SLC25A17,SLC25A25,SLC25A41,SLC25A42
GOBP_NEGATIVE_REGULATION_OF_SCHWANN_CELL_PROLIFERATION	0.5740406376573836	1.0969116874475304	0.2726799991479696	1.0	0.7097133670689586	5	SOX10
HP_DYSMETRIC_SACCADES	-0.4166875477821322	-1.0968249729692339	0.2727179112146467	1.0	0.7097133670689586	14	PEX10,EEF2,ATXN2,ATXN1,FGF14,TPP1,ANO10,ITPR1
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	-0.4699564696630785	-1.096816688657622	0.2727215333518491	1.0	0.7097133670689586	10	MMRN2,PTPN1,NEDD4,EPN2,HHEX
GOCC_DYNACTIN_COMPLEX	-0.43978666302606245	-1.0966760189128237	0.2727830431986642	1.0	0.7097477728684664	12	DCTN4,ACTR10
HP_ABNORMAL_FACIAL_EXPRESSION	-0.2504272065824894	-1.0963676989272955	0.27291789369258757	1.0	0.7099729560165755	137	KCNH1,MAPT,GLE1,SLC18A2,ATXN2,POMT2,SPR,PURA,FKTN,ATP7A,SPTBN4,PCDH19,NR4A2,ATP1A2,UBE3A,TRIM32,PRRT2,GLUD2,GIGYF2,GLI3,GFM2,SCN1B,ITPR1,ERGIC1,TECPR2,LAMA2
GOBP_CERAMIDE_METABOLIC_PROCESS	-0.26611854488711933	-1.095460752992878	0.2733148306608697	1.0	0.7107977701447669	89	ACER2,ORMDL2,SIRT3,SPTLC2,CYP4F22,ASAH1,SMPD3,DEGS2,GALC,UGCG,ORMDL3,ABCA12,PPP2CA,ABCA2,PRKCD,ST8SIA6
GOBP_NEGATIVE_REGULATION_OF_NEURON_MIGRATION	0.4914436626467827	1.0954088055192024	0.27333757811098036	1.0	0.7107977701447669	9	CX3CL1
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.331906295577127	1.0953118500224672	0.2733800377349549	1.0	0.7107977701447669	31	RHOQ,CSK,GBP1,PICALM,ITGB1BP1,LYPD1,MRAP2,TMBIM1,FZD9
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS	0.3456074625362676	1.095179075920333	0.27343819068093467	1.0	0.7107996097809012	27	ANXA1,FABP5,CBR1,PLA2G4A,EDN1,PTGS2
HP_THICK_VERMILION_BORDER	0.22827474380316173	1.0950894142132732	0.2734774658668524	1.0	0.7107996097809012	240	AP2M1,ACSL4,CLDN4,PSAT1,SOS1,A2ML1,NSUN2,SMARCA4,KIF15,FLNA,CDC45,CLCN4,DMD,UPF3B,PUS7,SOX11,PPP1CB,SCN1A,SH3PXD2B,PAK3,PTCHD1,RPS7,PTDSS1,NFIX,CLIP2,SMARCB1,RRAS2,RPS6KA3,SLC2A1,NAA10,CDT1,MCM5,EDAR,FRMD4A,GALNT2,NCF1,GMNN,CYP24A1,ZNF711,CNKSR2,CAMTA1,MRAS,LIMK1,KIF11,ANKRD11,DOCK7,FTSJ1,PHGDH,MYCN,RFC2
GOMF_MOLECULAR_SEQUESTERING_ACTIVITY	0.5480739735604448	1.0946748355273979	0.2736591170014824	1.0	0.711029406549364	6	SPI1,LAPTM5
GOBP_POSITIVE_REGULATION_OF_CARDIAC_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	0.5075088945877217	1.0946531116727023	0.27366863776447015	1.0	0.711029406549364	8	NOTCH1,TGFB2,TGFBR1,ENG,TWIST1
GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER	-0.4394472289442499	-1.094556442371891	0.2737110070932305	1.0	0.711029406549364	12	BBS4,KIF3A,PCM1
GOBP_REGULATION_OF_MITOCHONDRIAL_DNA_REPLICATION	0.5734554708941142	1.094174186411271	0.27387859053148866	1.0	0.7111176795210252	5	STOML2,SSBP1
HP_EXSTROPHY	-0.5439204509507138	-1.0941109114768963	0.27390633742693016	1.0	0.7111176795210252	6	CDH11,PAH
HP_DRUSEN	-0.35497076427694846	-1.0940898056768962	0.2739155930265653	1.0	0.7111176795210252	25	IMPG1,ESPN,ABCC6,IFT172,SPATA7,CTNNA1,XYLT2,LCA5
HP_ABNORMAL_HUMERUS_MORPHOLOGY	-0.5027897127611811	-1.0940375369267912	0.273938515542798	1.0	0.7111176795210252	8	SRCAP,FLNB,ATP7A,KIAA0753
GOBP_INTERLEUKIN_18_MEDIATED_SIGNALING_PATHWAY	0.5478237552783807	1.0934421393363927	0.27419972030651185	1.0	0.7116700492786706	6	IL18R1,IL18,IL18RAP
HP_ABNORMAL_INSULIN_LEVEL	-0.2508421072562924	-1.0932180824964828	0.2742980595384128	1.0	0.7117571641963835	134	SNRPN,HNF1A,FSCN2,ARL3,NR2E3,DMPK,IFT140,KCNJ11,RPGR,REEP6,ABCC8,EYS,RP1,SPATA7,ESR1,MPI,MAK,CDKN1B,PLIN1,PDE6B,USH2A,GLUD1,IFT88,IFT172,INSR,NRL,CPE,TTC8
GOBP_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	0.25991271136393107	1.0930890331634568	0.2743547106185895	1.0	0.7117571641963835	103	HIF1A,GUK1,MPP1,MYC,HKDC1,CAD,IFNG,PRKAG3,CMPK1,ADPGK,PPARA,PRKAG2,ENO1,PGM1,SLC2A6,PFKL,GPI,UMPS,CASK,PGK1,DDIT4,PGAM1,TJP2,APP,CARD11,GALK1,NUDT5,HK3,ALDOC,EIF6,PFKP,RRM2,GAPDH,DHODH,FOXK2,AK2,TPI1,FOXK1,DHTKD1
HP_ELFIN_FACIES	0.3562110496279944	1.0930347077814595	0.27437856118769277	1.0	0.7117571641963835	25	NCF1,BAZ1B,CYP24A1,CLDN4,FARSA,LIMK1,LAT2,HEPHL1,EIF4H,CLIP2,RFC2
GOBP_REGULATION_OF_VESICLE_SIZE	0.490998591548987	1.0929098706937381	0.27443337400307866	1.0	0.7117737305624229	9	RIN3,RILP,PICALM
GOBP_ASCENDING_AORTA_DEVELOPMENT	0.5731543163049557	1.0927654776545026	0.2744967826714386	1.0	0.711812581458152	5	TGFB2
GOCC_CASPASE_COMPLEX	-0.502509789578084	-1.092547835827352	0.2745923766736622	1.0	0.7119025292240606	8	PIGK,CASP9,PIGT,PIGS
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	0.41025640838579963	1.092465970499525	0.2746283399578462	1.0	0.7119025292240606	15	LXN,CXCR4,EPHB1,ADORA1,NTSR1,ARRB2
HP_ABNORMALITY_OF_THE_PHALANGES_OF_THE_2ND_FINGER	0.45797332806281876	1.0920206315779684	0.2748240328489724	1.0	0.7122841888228172	11	GDF5,BMP2,KIF15
HP_ABNORMAL_LUNG_LOBATION	0.3218133354750738	1.0916954669104015	0.27496697833940487	1.0	0.7125290281439656	36	TRIP13,BUB1B,LBR,DHCR7,PUF60,BUB1,FANCB,RSPO2,EMG1,CEP57
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	0.5069263809404957	1.0915094151197007	0.27504879130892346	1.0	0.712590982664009	8	MSN,MGAT3
HP_HAND_CLENCHING	-0.3637188305477611	-1.0914206021091903	0.27508785111141565	1.0	0.712590982664009	23	WDR73,MAPT,GLE1,FLNB,BCOR,KIAA1109
GOBP_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY	-0.48588824518937934	-1.091248921838039	0.2751633665201414	1.0	0.7126223536023157	9	SLC9A3R1,ADCY5
GOBP_MUCOSA_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT	0.5242964303118391	1.0911726270778797	0.2751969301297281	1.0	0.7126223536023157	7	FOXL1,TOX
HP_FIBULAR_HYPOPLASIA	-0.37990412858328343	-1.0904722054169227	0.27550519038345866	1.0	0.7132268988326004	20	AFF4,SLC35D1,INTU,DYNC2H1,IFT122,ZBTB16,BMPR1B,AFF3
HP_ABNORMAL_THALAMIC_MRI_SIGNAL_INTENSITY	0.38235305282605103	1.0904216682113645	0.2755274412553752	1.0	0.7132268988326004	20	COX10,NF2,FTL,CP,MFF,PTCD3,SMARCB1,SMO
HP_APLASIA_HYPOPLASIA_OF_THE_PHALANGES_OF_THE_2ND_FINGER	0.4905259922107875	1.090256715765074	0.2756000761972317	1.0	0.713289297402168	9	GDF5,BMP2,KIF15
GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	0.5240891354593855	1.0900991059999505	0.2756694900771137	1.0	0.7133433389354609	7	GUCA1A,NOS3,ADORA2B
GOBP_REGULATION_OF_EXCITATORY_SYNAPSE_ASSEMBLY	0.4576301318739493	1.089927147317109	0.27574523705679366	1.0	0.7134137465693986	11	IL1RAP,SEMA4A,ABI3,NTRK3,LRFN4
HP_MULTIFOCAL_SEIZURES	-0.48561125973435154	-1.0897176246044964	0.2758375500015413	1.0	0.7135269816829732	9	PIGQ,TBCK,PIGS
GOBP_TOXIN_METABOLIC_PROCESS	-0.4066036681848114	-1.0892289648135058	0.27605292897477796	1.0	0.713740144981878	15	CYP3A5,ARL1,AKR7A3,N6AMT1
HP_MEDIAN_CLEFT_LIP_AND_PALATE	0.40450622450746754	1.089122114365919	0.27610003906181024	1.0	0.713740144981878	16	PTCH1,FAM20C,SIX3,STIL
HP_PERIODIC_HYPOKALEMIC_PARESIS	0.5238731618135876	1.0889807012124848	0.2761623961865136	1.0	0.713740144981878	7	KCNJ2,KCNE3
HP_WIDE_NASAL_RIDGE	0.49025734059627235	1.0887486753726314	0.2762647304181638	1.0	0.713740144981878	9	MSL3
GOBP_NEURAL_CREST_FORMATION	0.4191233020182626	1.0886692305161514	0.2762997752519485	1.0	0.713740144981878	14	KBTBD8,SFRP1,TCOF1,NOLC1,SOX9,EDN1
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	0.3821278862730874	1.0886436001911548	0.27631108198589427	1.0	0.713740144981878	20	XDH,SPRY2,ROBO1,PTP4A3,IL12B,ATP2B4,IL12A,DAB2IP,ADAMTS3
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	0.38212014370906855	1.0885824639320365	0.276338053320202	1.0	0.713740144981878	20	CREB3L2,DGAT2,FYN,OSBPL3
HP_CALVARIAL_HYPEROSTOSIS	-0.46851047170463783	-1.0884911474574466	0.2763783425295365	1.0	0.713740144981878	10	PTEN,COL1A1,AKT1,IDUA,PRKAR1A,COX4I2
HP_INCISOR_MACRODONTIA	-0.3047133113821727	-1.0883965573174184	0.27642008031647713	1.0	0.713740144981878	50	KDM4B,MED13,MADD,SLC12A2,HTT,TANC2,BPTF,ZMIZ1,PURA,FARS2,FBXW11,BCORL1,UBR7,PTPN23,KCNMA1,GJA1,TRAPPC4,BRF1,WDFY3,VPS13B
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	-0.4384135114015489	-1.0881036288219832	0.27654936192693613	1.0	0.713740144981878	12	APPL2,ENPP1
GOBP_SYNAPTIC_VESICLE_TRANSPORT	-0.32033534864979263	-1.0880652826597377	0.2765662887445779	1.0	0.713740144981878	34	TOR1A,LIN7A,AP3D1,RAB3A,AP3M1,KIF5C,BLOC1S1,AP3S2,SYNJ1,AP3B1,SPG11
GOBP_LUTEINIZING_HORMONE_SECRETION	0.4734231811006864	1.088030182057306	0.2765817835216946	1.0	0.713740144981878	10	OPRK1
GOMF_EXORIBONUCLEASE_ACTIVITY_PRODUCING_5_PHOSPHOMONOESTERS	-0.3200104930354078	-1.0879714205812174	0.27660772445732373	1.0	0.713740144981878	36	PDE12,DIS3L,DCP2,EXD2,CNOT8,ANGEL2,PAN3,CNOT6,PAN2,ERI2,PARN,CNOT6L
HP_ABNORMAL_CNS_MYELINATION	-0.22802423080660011	-1.0879056285645259	0.2766367710746933	1.0	0.713740144981878	264	AP3D1,ZMIZ1,PPP1R15B,SLC1A4,NDUFA2,HEXB,NCDN,SP110,ASPA,CYB5A,HSD17B4,COX15,ALDH3A2,NDUFS4,D2HGDH,PYCR2,SURF1,SHPK,MADD,ISCA2,MTHFS,TMEM106B,RERE,PGAP3,SMPD1,NDUFAF3,GLUL,ALG14,IDUA,VPS33A,NDUFAF1,CUL3,PTEN,ALG2,WDR26,PEX16,NUBPL,PIGO,LIAS,EIF2B5,PIGG,PEX19,FOXP1,NDE1,ATXN2,PEX1,GDAP1,ALG8,SPG11,GALC,EXOC2,POLR2A,PIGV,L2HGDH,SLC16A2,ACY1,DALRD3,NDUFB10,PEX7,INTU,AIMP1,BMP4,NDUFA10,SUMF1,PURA,FA2H,VPS11,LMX1B,PIGS,HTRA1,STXBP1,EIF2B2,RMND1,ERCC8,UGDH,FAR1,ISCA1,INSR,ABAT
GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION	-0.33026299778202256	-1.0877178867176234	0.27671966893920596	1.0	0.713740144981878	31	CASQ2,CACNA1D,NEDD4L,NOS1AP,SCN4B,KCNE4,GJA1,KCNH6,CACNA2D1,SCN1B,AKAP9
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	0.31077854492108276	1.0876167289206489	0.2767643424267179	1.0	0.713740144981878	47	NUDT15,PDE9A,NUDT8,NT5C2,PNP,NUDT1,ADA,PRTFDC1,PDE4B,PDE7A,NUDT3
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	-0.33602517211289645	-1.0875583088888163	0.27679014422482595	1.0	0.713740144981878	29	DCAF10,DCAF5,WDTC1,ERCC8,AMBRA1,DCAF11,DET1,CRBN,DDB2,DCAF8,DCAF16,CDKN1B
GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	0.5720390579102212	1.0875494843790054	0.27679404180138145	1.0	0.713740144981878	5	CD274,SOCS1
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	0.42774851214431675	1.0874171726748703	0.2768524852260392	1.0	0.7137656249521706	13	SFRP1,MAL,FAF1
